timestamp;healthy
2026-04-12T14:11:03.576Z;true
2026-04-12T14:11:13.699Z;true
2026-04-12T14:11:23.675Z;true
2026-04-12T14:11:33.796Z;true
2026-04-12T14:11:43.585Z;true
2026-04-12T14:11:53.625Z;true
2026-04-12T14:12:03.591Z;true
2026-04-12T14:12:13.587Z;true
2026-04-12T14:12:23.776Z;true
2026-04-12T14:12:33.802Z;true
2026-04-12T14:12:43.645Z;true
2026-04-12T14:12:53.618Z;true
2026-04-12T14:13:03.651Z;true
2026-04-12T14:13:13.718Z;true
2026-04-12T14:13:23.693Z;true
2026-04-12T14:13:33.670Z;true
2026-04-12T14:13:43.793Z;true
2026-04-12T14:13:53.642Z;true
2026-04-12T14:14:04.008Z;true
2026-04-12T14:14:13.649Z;true
2026-04-12T14:14:23.652Z;true
2026-04-12T14:14:33.613Z;true
2026-04-12T14:14:43.796Z;true
2026-04-12T14:14:53.883Z;true
2026-04-12T14:15:03.792Z;true
2026-04-12T14:15:13.809Z;true
2026-04-12T14:15:23.680Z;true
2026-04-12T14:15:33.807Z;true
2026-04-12T14:15:44.201Z;true
2026-04-12T14:15:55.376Z;true
2026-04-12T14:16:04.771Z;true
2026-04-12T14:16:15.686Z;true
2026-04-12T14:16:25.497Z;true
2026-04-12T14:16:35.783Z;true
2026-04-12T14:16:46.009Z;true
2026-04-12T14:16:56.071Z;true
2026-04-12T14:17:05.763Z;true
2026-04-12T14:17:17.070Z;true
2026-04-12T14:17:26.978Z;true
2026-04-12T14:17:36.801Z;true
2026-04-12T14:17:48.599Z;false
2026-04-12T14:17:48.599Z;false
2026-04-12T14:17:58.603Z;false
2026-04-12T14:17:58.604Z;false
2026-04-12T14:18:08.608Z;false
2026-04-12T14:18:08.608Z;false
2026-04-12T14:18:13.610Z;false
2026-04-12T14:18:23.614Z;false
2026-04-12T14:18:33.619Z;false
2026-04-12T14:18:43.624Z;false
2026-04-12T14:18:53.834Z;true
2026-04-12T14:19:03.740Z;true
2026-04-12T14:19:13.796Z;true
2026-04-12T14:19:23.734Z;true
2026-04-12T14:19:34.112Z;true
2026-04-12T14:19:43.822Z;true
2026-04-12T14:19:53.815Z;true
2026-04-12T14:20:03.810Z;true
2026-04-12T14:20:14.205Z;true
2026-04-12T14:20:24.122Z;true
2026-04-12T14:20:34.504Z;true
2026-04-12T14:20:44.022Z;true
2026-04-12T14:20:53.816Z;true
2026-04-12T14:21:04.023Z;true
2026-04-12T14:21:13.823Z;true
2026-04-12T14:21:23.891Z;true
2026-04-12T14:21:35.092Z;true
2026-04-12T14:21:45.010Z;true
2026-04-12T14:21:54.518Z;true
2026-04-12T14:22:03.838Z;true
2026-04-12T14:22:13.848Z;true
2026-04-12T14:22:23.815Z;true
2026-04-12T14:22:33.828Z;true
2026-04-12T14:22:45.138Z;true
2026-04-12T14:22:55.001Z;true
2026-04-12T14:23:05.098Z;true
2026-04-12T14:23:15.020Z;true
2026-04-12T14:23:25.898Z;true
2026-04-12T14:23:36.097Z;true
2026-04-12T14:23:46.607Z;true
2026-04-12T14:23:56.697Z;true
2026-04-12T14:24:07.245Z;true
2026-04-12T14:24:16.396Z;true
2026-04-12T14:24:25.719Z;true
2026-04-12T14:24:35.022Z;true
2026-04-12T14:24:45.695Z;true
2026-04-12T14:24:56.404Z;true
2026-04-12T14:25:05.715Z;true
2026-04-12T14:25:15.923Z;true
2026-04-12T14:25:25.694Z;true
2026-04-12T14:25:36.191Z;true
2026-04-12T14:25:48.811Z;false
2026-04-12T14:25:48.812Z;false
2026-04-12T14:25:58.816Z;false
2026-04-12T14:25:58.816Z;false
2026-04-12T14:26:03.818Z;false
2026-04-12T14:26:13.822Z;false
2026-04-12T14:26:23.827Z;false
2026-04-12T14:26:33.833Z;false
2026-04-12T14:26:43.838Z;false
2026-04-12T14:26:58.846Z;false
2026-04-12T14:26:58.846Z;false
2026-04-12T14:27:08.850Z;false
2026-04-12T14:27:08.850Z;false
2026-04-12T14:27:18.851Z;false
2026-04-12T14:27:18.852Z;false
2026-04-12T14:27:28.856Z;false
2026-04-12T14:27:28.856Z;false
2026-04-12T14:27:33.858Z;false
2026-04-12T14:27:43.861Z;false
2026-04-12T14:27:53.866Z;false
2026-04-12T14:28:03.872Z;false
2026-04-12T14:28:13.875Z;false
2026-04-12T14:28:23.880Z;false
2026-04-12T14:28:34.051Z;true
2026-04-12T14:28:44.068Z;true
2026-04-12T14:28:54.063Z;true
2026-04-12T14:29:04.080Z;true
2026-04-12T14:29:14.051Z;true
2026-04-12T14:29:24.088Z;true
2026-04-12T14:29:34.318Z;true
2026-04-12T14:29:44.254Z;true
2026-04-12T14:29:54.248Z;true
2026-04-12T14:30:04.278Z;true
2026-04-12T14:30:14.158Z;true
2026-04-12T14:30:24.462Z;true
2026-04-12T14:30:34.668Z;true
2026-04-12T14:30:44.373Z;true
2026-04-12T14:30:54.264Z;true
2026-04-12T14:31:04.476Z;true
2026-04-12T14:31:14.168Z;true
2026-04-12T14:31:24.351Z;true
2026-04-12T14:31:34.463Z;true
2026-04-12T14:31:44.173Z;true
2026-04-12T14:31:54.103Z;true
2026-04-12T14:32:04.162Z;true
2026-04-12T14:32:14.181Z;true
2026-04-12T14:32:24.266Z;true
2026-04-12T14:32:34.162Z;true
2026-04-12T14:32:44.453Z;true
2026-04-12T14:32:54.412Z;true
2026-04-12T14:33:04.840Z;true
2026-04-12T14:33:15.949Z;true
2026-04-12T14:33:26.459Z;true
2026-04-12T14:33:37.349Z;true
2026-04-12T14:33:47.271Z;true
2026-04-12T14:33:57.282Z;true
2026-04-12T14:34:07.490Z;true
2026-04-12T14:34:17.476Z;true
2026-04-12T14:34:29.046Z;false
2026-04-12T14:34:29.046Z;false
2026-04-12T14:34:39.050Z;false
2026-04-12T14:34:39.050Z;false
2026-04-12T14:34:48.462Z;true
2026-04-12T14:34:59.056Z;false
2026-04-12T14:34:59.057Z;false
2026-04-12T14:35:08.361Z;true
2026-04-12T14:35:19.063Z;false
2026-04-12T14:35:19.063Z;false
2026-04-12T14:35:29.067Z;false
2026-04-12T14:35:29.067Z;false
2026-04-12T14:35:34.068Z;false
2026-04-12T14:35:44.073Z;false
2026-04-12T14:35:54.079Z;false
2026-04-12T14:36:04.082Z;false
2026-04-12T14:36:14.087Z;false
2026-04-12T14:36:24.093Z;false
2026-04-12T14:36:34.097Z;false
2026-04-12T14:36:44.102Z;false
2026-04-12T14:36:54.108Z;false
2026-04-12T14:37:09.117Z;false
2026-04-12T14:37:09.118Z;false
2026-04-12T14:37:14.578Z;false
2026-04-12T14:37:24.123Z;false
2026-04-12T14:37:34.128Z;false
2026-04-12T14:37:44.134Z;false
2026-04-12T14:37:54.138Z;false
2026-04-12T14:38:04.143Z;false
2026-04-12T14:38:14.150Z;false
2026-04-12T14:38:24.153Z;false
2026-04-12T14:38:34.158Z;false
2026-04-12T14:38:44.164Z;false
2026-04-12T14:38:54.168Z;false
2026-04-12T14:39:04.174Z;false
2026-04-12T14:39:14.178Z;false
2026-04-12T14:39:29.187Z;false
2026-04-12T14:39:29.187Z;false
2026-04-12T14:39:34.690Z;false
