timestamp,wordpress_apache_up,wordpress_http_rps,wordpress_http_avg_response_seconds,wordpress_http_avg_response_over_2s,wordpress_http_5xx_rate,wordpress_http_4xx_rate,wordpress_http_5xx_ratio,wordpress_apache_cpuload,wordpress_apache_workers_busy,wordpress_apache_workers_idle,wordpress_apache_workers_reply,wordpress_apache_workers_utilization,wordpress_process_cpu_rate,wordpress_process_resident_memory_bytes,wordpress_process_open_fds,wordpress_container_cpu_rate,wordpress_container_memory_working_set_bytes,mariadb_uptime_seconds,mariadb_threads_connected,mariadb_threads_running,mariadb_connection_usage_ratio,mariadb_questions_rate,mariadb_slow_queries_rate,mariadb_aborted_connects_rate,mariadb_innodb_row_lock_time_rate,mariadb_bytes_received_rate,mariadb_bytes_sent_rate,mariadb_innodb_buffer_pool_hit_ratio,k8s_wordpress_container_restarts_rate,k8s_wordpress_unready_containers,k8s_wordpress_non_running_pods,k8s_pods_waiting,k8s_oom_kills,k8s_wordpress_cpu_throttled_seconds_rate,k8s_cpu_throttling_ratio,k8s_wordpress_container_cpu_usage_cores,k8s_wordpress_container_memory_working_set_bytes,wordpress_deployment_available_ratio,wordpress_network_receive_errors_rate,wordpress_network_transmit_errors_rate
2026-04-12T12:45:20+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413391530.6666667,66.0,0.0,99352576.0,48.0,2.0,1.0,0.013245033112582781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99352576.0,0.0,0.0,0.0
2026-04-12T12:45:30+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353065984.0,69.125,0.01506869155167698,269492224.0,48.0,2.0,1.0,0.013245033112582781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0943894621982053,0.006027476620670792,269492224.0,0.0,0.0,0.0
2026-04-12T12:45:40+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01862688194466254,289590886.4,57.2,0.016907213325060556,270258176.0,48.0,2.0,1.0,0.013245033112582781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10629949717159021,0.006762885330024223,270258176.0,1.0,0.0,0.0
2026-04-12T12:45:50+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4138,1.0,7.0,1.0,0.125,0.06845517350422047,283791652.5714286,55.214285714285715,0.016011416267934737,270118912.0,78.0,1.0,1.0,0.006622516556291391,2.3889075,0.0,0.0,0.0,475.74121977777776,2800.4817250000006,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08285316672926632,0.006404566507173895,270118912.0,1.0,0.0,0.0
2026-04-12T12:46:00+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4138,1.0,7.0,1.0,0.125,0.09059012178752032,275897197.71428573,55.214285714285715,0.014983246376697058,270979072.0,78.0,1.0,1.0,0.006622516556291391,2.9139075,0.0,0.0,0.0,619.4367753333333,3514.5650583333336,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08055323126148382,0.005993298550678824,270979072.0,1.0,0.0,0.0
2026-04-12T12:46:10+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4138,1.0,7.0,1.0,0.125,0.1076390928325586,274087350.85714287,55.42857142857143,0.017872585063550633,271192064.0,78.0,1.0,1.0,0.006622516556291391,3.4389075,0.0,0.0,0.0,763.1323308888889,4228.648391666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09666300474892339,0.007149034025420254,271192064.0,1.0,0.0,0.0
2026-04-12T12:46:20+00:00,1.0,0.14882499999999999,0.032,0.0,0.0,0.0,0.0,5.27119,1.0,7.0,1.0,0.125,0.10354369732430971,270325174.85714287,55.5,0.01857647310068392,275505152.0,108.0,1.0,1.0,0.006622516556291391,4.066948611111111,0.0,0.0,0.0,538.7400422222222,7441.083304999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09252425586052174,0.007430589240273567,275505152.0,1.0,0.0,0.0
2026-04-12T12:46:30+00:00,1.0,0.17660277777777778,0.032,0.0,0.0,0.0,0.0,5.27119,1.0,7.0,1.0,0.125,0.11849756829009847,270434304.0,55.357142857142854,0.017991374490676202,278740992.0,108.0,1.0,1.0,0.006622516556291391,4.680837499999999,0.0,0.0,0.0,622.8522644444444,8656.459971666665,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08472253471382099,0.007196549796270481,278740992.0,1.0,0.0,0.0
2026-04-12T12:46:40+00:00,1.0,0.20438055555555557,0.032,0.0,0.0,0.0,0.0,5.27119,1.0,7.0,1.0,0.125,0.13131496989461142,269294738.28571427,55.357142857142854,0.01909898991993836,279482368.0,108.0,1.0,1.0,0.006622516556291391,5.294726388888889,0.0,0.0,0.0,706.9644866666667,9871.836638333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09151691721679053,0.007639595967975343,279482368.0,1.0,0.0,0.0
2026-04-12T12:46:50+00:00,1.0,0.2321012029724416,0.0304,0.0,0.0,0.0,0.0,3.57303,1.0,7.0,1.0,0.125,0.13731251398637367,267222162.2857143,55.357142857142854,0.023028487775954436,279707648.0,138.0,1.0,1.0,0.006622516556291391,6.430345,0.0,0.0,0.0,603.5994674444444,11921.824213,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11570590158610701,0.009211395110381776,279707648.0,1.0,0.0,0.0
2026-04-12T12:47:00+00:00,1.0,0.2598706499161363,0.0304,0.0,0.0,0.0,0.0,3.57303,1.0,7.0,1.0,0.125,0.1542007632727882,266331282.2857143,55.714285714285715,0.024825660501471555,282554368.0,138.0,1.0,1.0,0.006622516556291391,6.692845,0.0,0.0,0.0,667.1061341111111,13236.466990777779,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10783668174771956,0.00948220877922309,282554368.0,1.0,0.0,0.0
2026-04-12T12:47:10+00:00,1.0,0.3293067635264976,0.03076248461032499,0.0,0.0,0.0,0.0,3.57303,1.0,7.0,1.0,0.125,0.172496710163865,284967789.71428573,55.57142857142857,0.02649624209786587,283271168.0,138.0,1.0,1.0,0.006622516556291391,6.955345,0.0,0.0,0.0,730.6128007777777,14551.109768555554,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10181839942843365,0.010530706185348385,283271168.0,1.0,0.0,0.0
2026-04-12T12:47:20+00:00,1.0,0.33326667999733384,0.02916666666666667,0.0,0.0,0.0,0.0,2.72269,1.0,7.0,1.0,0.125,0.1937103347278289,296124123.4285714,55.785714285714285,0.018008863858338903,283865088.0,168.0,1.0,1.0,0.006622516556291391,6.822222222222221,0.0,0.0,0.0,671.8791599166666,16315.361686833334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10091912530496916,0.01135798996369918,283865088.0,1.0,0.0,0.0
2026-04-12T12:47:30+00:00,1.0,0.33326667999733384,0.02916666666666667,0.0,0.0,0.0,0.0,2.72269,1.0,7.0,1.0,0.125,0.21341727376049946,294336512.0,56.357142857142854,0.020432402055423744,284262400.0,168.0,1.0,1.0,0.006622516556291391,6.822222222222221,0.0,0.0,0.0,725.2988821388888,17669.153723870368,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08771232951352395,0.01241471715301056,284262400.0,1.0,0.0,0.0
2026-04-12T12:47:40+00:00,1.0,0.33326667999733384,0.02916666666666667,0.0,0.0,0.0,0.0,2.72269,1.0,7.0,1.0,0.125,0.22842799593021632,292213321.14285713,56.42857142857143,0.020424372586583365,284438528.0,168.0,1.0,1.0,0.006622516556291391,6.822222222222221,0.0,0.0,0.0,778.7186043611109,19022.945760907405,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08989420797126667,0.0130744400650844,284438528.0,1.0,0.0,0.0
2026-04-12T12:47:50+00:00,1.0,0.3333333333333333,0.02923333333333333,0.0,0.0,0.0,0.0,2.24161,1.0,7.0,1.0,0.125,0.23915819596233676,292330642.28571427,56.5,0.02231071484019074,287723520.0,198.0,1.0,1.0,0.006622516556291391,7.52293803644392,0.0,0.0,0.0,741.6389771027252,20876.380101437855,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09208191032699935,0.01404849973895697,287723520.0,1.0,0.0,0.0
2026-04-12T12:48:00+00:00,1.0,0.3232676656271392,0.028529411764705883,0.0,0.0,0.0,0.0,2.05488,1.0,7.0,1.0,0.125,0.25442766542374357,292465517.71428573,56.714285714285715,0.02278386572869691,287457280.0,204.0,1.0,1.0,0.006622516556291391,7.769313150857375,0.0,0.0,0.0,791.1150477185379,22534.206966529884,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09388207013592413,0.014844903833783524,287457280.0,1.0,0.0,0.0
2026-04-12T12:48:10+00:00,1.0,0.3299298464957977,0.02842105263157894,0.0,0.0,0.0,0.0,1.94828,1.0,7.0,1.0,0.125,0.26484051520537916,292548315.4285714,56.92857142857143,0.023860972244627958,287600640.0,214.0,1.0,1.0,0.006622516556291391,7.9677496716669465,0.0,0.0,0.0,816.839927388819,24475.588760306913,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09722152346630024,0.015817889839632022,287600640.0,1.0,0.0,0.0
2026-04-12T12:48:20+00:00,1.0,0.30286414874909795,0.03165625,0.0,0.0,0.0,0.0,1.84783,1.0,7.0,1.0,0.125,0.2796241591495106,283707099.4285714,57.142857142857146,0.02600620075051502,288116736.0,224.0,1.0,1.0,0.006622516556291391,7.225348555429363,0.0,0.0,0.0,845.6273219780126,26353.23998720706,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09889734572676358,0.016949728095391265,288116736.0,1.0,0.0,0.0
2026-04-12T12:48:30+00:00,1.0,0.342341999657658,0.03066666666666667,0.0,0.0,0.0,0.0,1.76804,1.0,7.0,1.0,0.125,0.29602698635622404,283800429.71428573,57.357142857142854,0.024937422517389667,288575488.0,234.0,1.0,1.0,0.006622516556291391,8.18735830798417,0.0,0.0,0.0,868.0285709281289,28150.804193968273,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09444115805112593,0.017653809172930555,288575488.0,1.0,0.0,0.0
2026-04-12T12:48:40+00:00,1.0,0.34734885982736763,0.029899999999999996,0.0,0.0,0.0,0.0,1.69608,1.0,7.0,1.0,0.125,0.3079072733697687,285183707.4285714,57.285714285714285,0.027285408915380477,287633408.0,244.0,1.0,1.0,0.006622516556291391,8.716467536110128,0.0,0.0,0.0,891.4408330567112,30039.092665498316,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09866905593084582,0.018924699739389424,287633408.0,1.0,0.0,0.0
2026-04-12T12:48:50+00:00,1.0,0.3136979199506785,0.029323529411764707,0.0,0.0,0.0,0.0,1.6215,1.0,7.0,1.0,0.125,0.3211177578323805,286271195.4285714,57.07142857142857,0.02707254589191461,287629312.0,254.0,1.0,1.0,0.006622516556291391,7.710035917329776,0.0,0.0,0.0,918.3635701534424,31942.150628943702,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09819862470103922,0.019587162091255654,287629312.0,1.0,0.0,0.0
2026-04-12T12:49:00+00:00,1.0,0.361360999638639,0.027973684210526314,0.0,0.0,0.0,0.0,1.55804,1.0,7.0,1.0,0.125,0.3382755732028414,286780269.71428573,57.214285714285715,0.028773997591899574,287793152.0,264.0,1.0,1.0,0.006622516556291391,8.84923330967578,0.0,0.0,0.0,945.6628977563042,33848.4464175317,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09207080298783656,0.021236375135507357,287793152.0,1.0,0.0,0.0
2026-04-12T12:49:10+00:00,1.0,0.36471630281873596,0.027714285714285716,0.0,0.0,0.0,0.0,1.50427,1.0,7.0,1.0,0.125,0.3517306892838387,287292854.85714287,57.0,0.02790890135236878,287801344.0,274.0,1.0,1.0,0.006622516556291391,9.45874164692625,0.0,0.0,0.0,971.685523340625,35916.291508912494,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09221766414282986,0.021942269384554958,287801344.0,1.0,0.0,0.0
2026-04-12T12:49:20+00:00,1.0,0.3273868061976409,0.02744444444444444,0.0,0.0,0.0,0.0,1.45082,1.0,7.0,1.0,0.125,0.36512119097413315,287720594.28571427,56.57142857142857,0.027529417181414734,288137216.0,284.0,1.0,1.0,0.006622516556291391,8.284742465191972,0.0,0.0,0.0,998.3153875815877,37821.81484990641,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09083345651486777,0.02266463324729071,288137216.0,1.0,0.0,0.0
2026-04-12T12:49:30+00:00,1.0,0.3803149007378109,0.027675,0.0,0.0,0.0,0.0,1.40157,1.0,7.0,1.0,0.125,0.3776844579204691,287803099.4285714,56.714285714285715,0.028316323823202705,288002048.0,294.0,1.0,1.0,0.006622516556291391,9.081125229277353,0.0,0.0,0.0,1024.424011249967,39559.56772518252,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09185622845905826,0.02379013387273713,288002048.0,1.0,0.0,0.0
2026-04-12T12:49:40+00:00,1.0,0.38202403278460784,0.028613636363636362,0.0,0.0,0.0,0.0,1.35985,1.0,7.0,1.0,0.125,0.3884515881658462,287695725.71428573,56.785714285714285,0.029362868129755634,289009664.0,304.0,1.0,1.0,0.006622516556291391,10.08700612174988,0.0,0.0,0.0,1052.1814942679905,41553.01265413616,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09095076163705011,0.02459479786331028,289009664.0,1.0,0.0,0.0
2026-04-12T12:49:50+00:00,1.0,0.39999999999999997,0.029022727272727276,0.0,0.0,0.0,0.0,1.32482,1.0,7.0,1.0,0.125,0.40524528278102123,288558226.28571427,56.57142857142857,0.030227610227236155,290246656.0,314.0,1.0,1.0,0.006622516556291391,10.009090909090908,0.0,0.0,0.0,1078.9876195622578,43458.93375396286,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09273100733301282,0.025998221633171042,290246656.0,1.0,0.0,0.0
2026-04-12T12:50:00+00:00,1.0,0.39999999999999997,0.034977272727272725,0.0,0.0,0.0,0.0,1.29225,1.0,7.0,1.0,0.125,0.4171658718507659,288667648.0,56.42857142857143,0.028728272308308427,290811904.0,324.0,1.0,1.0,0.006622516556291391,9.99090909090909,0.0,0.0,0.0,1105.1164695528917,45274.36819725755,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09106731505887496,0.026907154882616614,290811904.0,1.0,0.0,0.0
2026-04-12T12:50:10+00:00,1.0,0.39999999999999997,0.032409090909090915,0.0,0.0,0.0,0.0,1.2551,1.0,7.0,1.0,0.125,0.4296370288600982,288712996.5714286,55.92857142857143,0.029348085369031482,290820096.0,334.0,1.0,1.0,0.006622516556291391,10.009090909090908,0.0,0.0,0.0,1141.0953189828551,47363.74303543131,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09229406973845276,0.027734868240668686,290820096.0,1.0,0.0,0.0
2026-04-12T12:50:20+00:00,1.0,0.399956368396175,0.03286363636363636,0.0,0.0,0.0,0.0,1.22368,1.0,7.0,1.0,0.125,0.4065657620079148,288863085.71428573,55.42857142857143,0.028000033776831915,290787328.0,344.0,1.0,1.0,0.006622516556291391,10.0,0.0,0.0,0.0,707.5302835470361,47009.33001491733,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08232403429717686,0.02494887148686054,290787328.0,1.0,0.0,0.0
2026-04-12T12:50:30+00:00,1.0,0.39999999999999997,0.03525,0.0,0.0,0.0,0.0,1.19108,1.0,7.0,1.0,0.125,0.4119384910766674,288980406.85714287,55.42857142857143,0.02936142254416857,291799040.0,354.0,1.0,1.0,0.006622516556291391,10.018181818181818,0.0,0.0,0.0,744.2628934589518,49483.51598124267,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08489420162709183,0.025602974629897985,291799040.0,1.0,0.0,0.0
2026-04-12T12:50:40+00:00,1.0,0.39999999999999997,0.03781818181818182,0.0,0.0,0.0,0.0,1.16358,1.0,7.0,1.0,0.125,0.4068162595153568,287410468.5714286,55.42857142857143,0.028326135927488626,292605952.0,364.0,1.0,1.0,0.006622516556291391,10.027364299185605,0.0,0.0,0.0,766.5397952018709,50804.31510969553,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0859089606729703,0.02585073984437547,292605952.0,1.0,0.0,0.0
2026-04-12T12:50:50+00:00,1.0,0.39999999999999997,0.04070454545454545,0.0,0.0,0.0,0.0,1.13772,1.0,7.0,1.0,0.125,0.39673736109119434,285505536.0,55.5,0.02654217030382908,292392960.0,374.0,1.0,1.0,0.006622516556291391,9.954545454545453,0.0,0.0,0.0,743.9951049145998,49221.268028662504,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08708673542252493,0.0264207695707728,292392960.0,1.0,0.0,0.0
2026-04-12T12:51:00+00:00,1.0,0.39999999999999997,0.04306818181818182,0.0,0.0,0.0,0.0,1.11047,1.0,7.0,1.0,0.125,0.4028649271288427,285619346.28571427,55.57142857142857,0.028374875049240023,292696064.0,384.0,1.0,1.0,0.006622516556291391,9.982045464876503,0.0,0.0,0.0,783.6234642364304,51952.445696189316,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08935891874360767,0.02672909995419003,292696064.0,1.0,0.0,0.0
2026-04-12T12:51:10+00:00,1.0,0.39999999999999997,0.04443181818181819,0.0,0.0,0.0,0.0,1.08757,1.0,7.0,1.0,0.125,0.39794659944382743,285589796.5714286,55.285714285714285,0.02868970826985224,293703680.0,394.0,1.0,1.0,0.006622516556291391,9.945454545454545,0.0,0.0,0.0,802.7261519980955,53195.85730995632,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08941375314292715,0.026945197807945968,293703680.0,1.0,0.0,0.0
2026-04-12T12:51:20+00:00,1.0,0.39999999999999997,0.04593181818181818,0.0,0.0,0.0,0.0,1.06319,1.0,7.0,1.0,0.125,0.38964597369791565,284434432.0,55.142857142857146,0.028490960392390415,293904384.0,404.0,1.0,1.0,0.006622516556291391,10.009090909090908,0.0,0.0,0.0,767.6608406967049,50673.58637424256,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09037461890235642,0.02788181221874925,293904384.0,1.0,0.0,0.0
